7.415766716003420189e-01,2.218154191970830080e+00,6.480590343475340021e+00,3.605475425720209848e-01,9.754008650779719680e-01,2.876630306243900037e+00,3.605475425720209848e-01,9.754008650779719680e-01,2.876630306243900037e+00,2.750098407268519729e-01,7.298703193664549671e-01,2.156896829605099875e+00,6.699282675981520219e-02,-1.227009177207950108e+00,1.494011402130129973e+01,-3.397036492824550002e-01,-2.256341695785519796e+00,-8.431567192077640271e+00,-4.933500289916990411e+00,5.204687118530269885e+00,-4.561840057373050428e+00,1.681723213195800071e+01,-6.384569644927980292e+00,3.359309768676759944e+01,-2.080492019653319957e+01,6.080934906005860086e+01,6.250376892089840197e+01,7.367087602615359776e-01,-4.779604911804200107e+00,2.839237928390499821e+00,-1.115365219116210049e+01,1.122804641723629970e+01,-4.043411254882809835e+00,2.033637809753420100e+01,-5.997312068939209873e+00,3.669840621948240056e+01,-2.551349067687990058e+01,5.768677139282230115e+01,6.514894104003910513e+01,-2.136225700378419912e-01,-7.667529106140140271e+00,2.479820728302000177e+00,5.907881259918210226e+00,-1.428878593444819955e+01,-1.437090682983400036e+01,7.275981307029719680e-01,-9.651293754577640271e+00,3.461418867111210051e+00,-8.792012214660639202e+00,-6.866121768951419568e+00,3.516662359237670010e+00,1.316179931163790062e-01,1.004552701488140064e-03,-1.070248484611509898e+00,5.471075534820560193e+00,-9.149296760559080255e+00,-8.049912452697750354e+00,2.045693397521969992e+00,-4.077931880950930399e+00,8.605259895324710584e+00,-7.461486816406250000e+00,5.163449287414549893e+00,7.821227073669430041e+00,2.053443901240830163e-02,4.731864901259539885e-04,7.745424285531039670e-03
7.234160900115970128e-01,2.277182579040530008e+00,6.508984088897710407e+00,3.534404337406160113e-01,1.001843214035029961e+00,2.889245986938480115e+00,3.534404337406160113e-01,1.001843214035029961e+00,2.889245986938480115e+00,2.698246240615839731e-01,7.497289776802059658e-01,2.166355133056640181e+00,6.404748558998110686e-02,-1.268344283103939985e+00,1.495347976684569957e+01,-3.603641688823699951e-01,-2.330430746078489879e+00,-8.406089782714840197e+00,-4.937695026397710407e+00,5.221139907836909622e+00,-4.555549144744870382e+00,1.680248641967769885e+01,-6.241324901580809659e+00,3.375662994384769888e+01,-2.083905220031740058e+01,6.084024429321289773e+01,6.246071624755860086e+01,7.386624217033389561e-01,-4.776872158050539774e+00,2.850703001022340199e+00,-1.114842319488530009e+01,1.121403121948240056e+01,-4.003790378570560193e+00,2.039298248291019888e+01,-6.035090446472169745e+00,3.669940567016600141e+01,-2.551494216918949931e+01,5.763938140869139914e+01,6.525415802001950283e+01,-2.037435919046400035e-01,-7.670353412628170275e+00,2.475974321365359998e+00,5.909979820251460403e+00,-1.433588314056400037e+01,-1.431405544281009945e+01,7.398495674133299671e-01,-9.700482368469240058e+00,3.612150192260739967e+00,-8.805683135986329901e+00,-6.978296279907230115e+00,3.600373983383180043e+00,1.126448586583140010e-01,8.482013945467770100e-04,-1.065880775451659934e+00,5.458927154541020066e+00,-9.027237892150880683e+00,-7.902501583099369675e+00,2.077337741851810193e+00,-4.027430057525630325e+00,8.736898422241209161e+00,-7.466169357299800247e+00,5.215992927551270419e+00,7.838161468505860263e+00,2.174580842256549837e-02,4.997244104742999508e-04,7.317540701478719711e-03
6.852869391441349656e-01,2.398597002029419833e+00,6.565981864929200107e+00,3.384931385517119806e-01,1.056252121925350007e+00,2.914588928222659803e+00,3.384931385517119806e-01,1.056252121925350007e+00,2.914588928222659803e+00,2.589150369167330101e-01,7.905938029289250046e-01,2.185358047485349786e+00,5.895921587944030068e-02,-1.352066993713380016e+00,1.498206710815430043e+01,-4.005392789840699908e-01,-2.480841636657709959e+00,-8.351617813110349786e+00,-4.945861816406250000e+00,5.256328582763670099e+00,-4.545604228973389560e+00,1.676874542236329901e+01,-5.953179836273189807e+00,3.408829879760740056e+01,-2.090657997131350143e+01,6.090783691406250000e+01,6.236487197875980115e+01,7.461447715759279564e-01,-4.771510601043700284e+00,2.876080751419070047e+00,-1.114042949676509942e+01,1.118925952911379973e+01,-3.923461914062500000e+00,2.050869560241699929e+01,-6.118914604187009942e+00,3.669267654418950286e+01,-2.551430892944339845e+01,5.753382110595700283e+01,6.546266174316410513e+01,-1.854382604360579889e-01,-7.680838108062739700e+00,2.467933893203739792e+00,5.919874668121339667e+00,-1.443382358551030009e+01,-1.419338607788090023e+01,7.634593844413759545e-01,-9.806568145751949572e+00,3.925393581390379971e+00,-8.836617469787599433e+00,-7.195234298706050247e+00,3.771140813827510208e+00,7.598049938678740067e-02,5.504135624505579472e-04,-1.052994012832640047e+00,5.425446987152099609e+00,-8.779336929321290839e+00,-7.612336635589599609e+00,2.142552852630620119e+00,-3.920176744461060014e+00,8.986489295959470880e+00,-7.472702980041500354e+00,5.314125061035159803e+00,7.867678642272950107e+00,2.329388074576849849e-02,5.347041878849270128e-04,7.460578344762329624e-03
6.448947191238399990e-01,2.523820161819459784e+00,6.623781204223630148e+00,3.226287662982940119e-01,1.112394213676449972e+00,2.940314769744869938e+00,3.226287662982940119e-01,1.112394213676449972e+00,2.940314769744869938e+00,2.473312020301819958e-01,8.327640891075129836e-01,2.204651594161989969e+00,5.644129216670989990e-02,-1.437831878662110041e+00,1.501241111755370028e+01,-4.367027282714839864e-01,-2.635952711105349788e+00,-8.293794631958009589e+00,-4.954090118408199572e+00,5.294072151184080255e+00,-4.539778232574460226e+00,1.672997093200680041e+01,-5.661170005798339844e+00,3.442629623413090201e+01,-2.097271156311040130e+01,6.097922515869139914e+01,6.225804138183590197e+01,7.566393613815309838e-01,-4.766332626342769885e+00,2.902679204940799895e+00,-1.112978935241699929e+01,1.116352653503419923e+01,-3.845466852188109907e+00,2.061960029602050071e+01,-6.207837581634519708e+00,3.668098831176759944e+01,-2.550560188293459873e+01,5.741727066040039773e+01,6.566835021972660513e+01,-1.672442257404329891e-01,-7.691845417022710407e+00,2.455471754074099788e+00,5.938283920288090378e+00,-1.454010105133060016e+01,-1.406662082672120029e+01,7.834181785583500535e-01,-9.925845146179199219e+00,4.252355575561519885e+00,-8.873092651367189276e+00,-7.396915435791020066e+00,3.944962263107299805e+00,4.044371843338009920e-02,2.770092105492950028e-04,-1.034526467323299892e+00,5.394616127014160156e+00,-8.508854866027830255e+00,-7.321779727935790127e+00,2.194943904876709873e+00,-3.822819232940669831e+00,9.229436874389650214e+00,-7.475104808807370382e+00,5.408237934112549716e+00,7.890560150146479934e+00,2.415601909160609850e-02,5.534878582693639670e-04,6.986014079302550230e-03
6.035950779914860398e-01,2.652780294418330076e+00,6.683654308319090021e+00,3.064580857753749776e-01,1.170217514038089934e+00,2.966984272003169831e+00,3.064580857753749776e-01,1.170217514038089934e+00,2.966984272003169831e+00,2.355323284864430100e-01,8.761977553367610305e-01,2.224655628204350144e+00,5.670854821801189771e-02,-1.525262832641600008e+00,1.504403591156009945e+01,-4.683234095573429734e-01,-2.795157432556150123e+00,-8.233519554138180041e+00,-4.961183547973630148e+00,5.332110881805419922e+00,-4.535741806030269885e+00,1.668464279174800069e+01,-5.368119239807129794e+00,3.476848602294919743e+01,-2.103984832763670099e+01,6.105494308471679688e+01,6.214068222045899859e+01,7.699416279792790085e-01,-4.764890193939209873e+00,2.929242372512820047e+00,-1.111502742767330076e+01,1.113753223419189986e+01,-3.770202398300170010e+00,2.072685623168949931e+01,-6.301897525787349963e+00,3.666513824462889914e+01,-2.548375320434569957e+01,5.729927825927730112e+01,6.587149810791019888e+01,-1.508020013570789963e-01,-7.705397605895999646e+00,2.442118644714359910e+00,5.956123828887940341e+00,-1.465004158020020064e+01,-1.393142890930180045e+01,8.042587041854859509e-01,-1.005584049224849963e+01,4.593080520629880148e+00,-8.913539886474609375e+00,-7.591186523437500000e+00,4.122239589691160333e+00,6.735841277986759704e-03,4.248995901434680277e-05,-1.007420182228089933e+00,5.372205257415769708e+00,-8.260077476501459515e+00,-7.035810470581050247e+00,2.242434263229370117e+00,-3.696325540542599875e+00,9.463258743286129260e+00,-7.476950168609620029e+00,5.503477573394779832e+00,7.909198284149169922e+00,2.427400648593900159e-02,5.559956771321590378e-04,6.845788098871709651e-03
5.592924356460570179e-01,2.785472869873049984e+00,6.741469383239749646e+00,2.890282273292539839e-01,1.229756474494930085e+00,2.992775201797489792e+00,2.890282273292539839e-01,1.229756474494930085e+00,2.992775201797489792e+00,2.228006571531299940e-01,9.209262132644649990e-01,2.244005680084229848e+00,5.962343141436580313e-02,-1.614533305168150079e+00,1.507664775848389915e+01,-4.957149624824520040e-01,-2.958716154098509854e+00,-8.171333312988279474e+00,-4.967572689056400037e+00,5.369679450988770419e+00,-4.533450126647950107e+00,1.663131141662600143e+01,-5.078980922698970168e+00,3.511302566528320312e+01,-2.111273956298829901e+01,6.113905334472659803e+01,6.201120376586909799e+01,7.873262166976929821e-01,-4.765424251556400037e+00,2.954932689666749823e+00,-1.109948635101319958e+01,1.111214447021479934e+01,-3.693495988845830080e+00,2.083624076843259942e+01,-6.404087066650389737e+00,3.663906860351559658e+01,-2.544932937622069957e+01,5.718761062622070312e+01,6.607189941406250000e+01,-1.318492442369459949e-01,-7.717708110809329725e+00,2.429102182388310105e+00,5.971988677978520066e+00,-1.476807594299319959e+01,-1.378080177307129972e+01,8.297083377838130325e-01,-1.019415569305419922e+01,4.944071292877199930e+00,-8.956061363220209515e+00,-7.775109291076660156e+00,4.300585746765140271e+00,-2.584788762032989851e-02,-1.478767080698159878e-04,-9.784551262855529785e-01,5.353013515472410333e+00,-8.047566413879389202e+00,-6.752808094024659979e+00,2.286337614059450019e+00,-3.534540891647340199e+00,9.680897712707519531e+00,-7.477749347686770243e+00,5.605452060699460226e+00,7.922661781311039597e+00,2.389821968972679830e-02,5.470688338391479577e-04,6.434773560613390314e-03
5.358439087867740147e-01,2.854034662246700105e+00,6.771261215209960049e+00,2.797869741916659825e-01,1.260532617568969949e+00,3.006078481674189895e+00,2.797869741916659825e-01,1.260532617568969949e+00,3.006078481674189895e+00,2.160477638244630016e-01,9.440484046936039597e-01,2.253988504409790039e+00,6.184877455234529670e-02,-1.659685969352719948e+00,1.509318065643310014e+01,-5.081705451011659935e-01,-3.041729211807250088e+00,-8.139788627624509942e+00,-4.970228195190429688e+00,5.389802455902099609e+00,-4.532821178436280185e+00,1.660097312927250002e+01,-4.936204433441160333e+00,3.528527832031250000e+01,-2.115004158020019887e+01,6.118439483642580257e+01,6.194128036499019885e+01,7.982779741287230335e-01,-4.765181064605710226e+00,2.968210220336910066e+00,-1.109004974365229934e+01,1.110017108917240058e+01,-3.655004262924189895e+00,2.089043617248540130e+01,-6.460554122924800247e+00,3.662140274047850141e+01,-2.542829322814939985e+01,5.713753890991210227e+01,6.617148590087890625e+01,-1.217021271586419956e-01,-7.724588394165039951e+00,2.422743320465090111e+00,5.979077339172359729e+00,-1.483467483520509944e+01,-1.370558357238770064e+01,8.451703190803530052e-01,-1.025770568847659980e+01,5.121689319610600144e+00,-8.979992866516109729e+00,-7.865720748901369852e+00,4.391100883483890271e+00,-4.066629707813260164e-02,-2.202431496698410132e-04,-9.636700153350830078e-01,5.343986034393309659e+00,-7.952753067016599786e+00,-6.613155364990229934e+00,2.308380842208860084e+00,-3.445035457611079988e+00,9.787438392639160156e+00,-7.479217529296880329e+00,5.658132076263430399e+00,7.929605007171629971e+00,2.399824559688569850e-02,5.502274143509570037e-04,7.343921810388570268e-03
5.115184783935550206e-01,2.923292875289920101e+00,6.800254344940189988e+00,2.701701223850250244e-01,1.291635036468510078e+00,3.019038438797000179e+00,2.701701223850250244e-01,1.291635036468510078e+00,3.019038438797000179e+00,2.090153545141220093e-01,9.674178361892700195e-01,2.263715744018549803e+00,6.471754610538479890e-02,-1.705087900161740055e+00,1.511030769348139913e+01,-5.195132493972780541e-01,-3.125441312789920101e+00,-8.107128143310550428e+00,-4.972397804260250354e+00,5.409726142883299893e+00,-4.532762527465820312e+00,1.656842994689939985e+01,-4.794903755187990058e+00,3.545772933959960227e+01,-2.118914604187009942e+01,6.123183059692379970e+01,6.186910629272460227e+01,8.087357282638549805e-01,-4.764788150787349963e+00,2.980633020401000088e+00,-1.108008670806879969e+01,1.108768177032469993e+01,-3.617268085479739881e+00,2.094406318664550071e+01,-6.520107269287110263e+00,3.660315704345700283e+01,-2.540612030029300072e+01,5.709046173095700283e+01,6.626861572265630684e+01,-1.102162823081020010e-01,-7.730533599853520066e+00,2.415585756301879883e+00,5.986753463745119852e+00,-1.490667533874509942e+01,-1.362715816497800070e+01,8.614888191223140090e-01,-1.031861019134520063e+01,5.302130222320560193e+00,-9.006752014160159803e+00,-7.955900669097900391e+00,4.483687877655030185e+00,-5.356865376234049708e-02,-2.716424351092430137e-04,-9.465407729148860305e-01,5.336369037628170275e+00,-7.860475540161130148e+00,-6.469742774963379794e+00,2.327650070190430132e+00,-3.354018926620479846e+00,9.894841194152830255e+00,-7.479608535766599786e+00,5.712793350219730115e+00,7.936072349548339844e+00,2.389892004430289874e-02,5.488716415129599787e-04,8.287698030471800023e-03
4.863951802253719814e-01,2.992591381072999823e+00,6.828481197357180399e+00,2.602029740810389846e-01,1.322770953178409981e+00,3.031669855117800072e+00,2.602029740810389846e-01,1.322770953178409981e+00,3.031669855117800072e+00,2.017210274934770065e-01,9.908146262168879836e-01,2.273197889327999821e+00,6.844788044691089979e-02,-1.751058340072630060e+00,1.512766456603999998e+01,-5.294728875160219506e-01,-3.210512161254880148e+00,-8.074023246765140271e+00,-4.974053859710689807e+00,5.430898189544680399e+00,-4.532431125640870029e+00,1.653383255004879970e+01,-4.655963420867919922e+00,3.562898635864259944e+01,-2.122835350036620028e+01,6.128163528442379970e+01,6.179481124877929688e+01,8.199229836463930443e-01,-4.764692783355710226e+00,2.992426156997680220e+00,-1.106894493103030008e+01,1.107594871521000002e+01,-3.578742504119869938e+00,2.099687957763670099e+01,-6.584589004516599786e+00,3.658325958251950283e+01,-2.538383674621579900e+01,5.704681396484379974e+01,6.636332702636720171e+01,-9.818655997514720568e-02,-7.736051082611080432e+00,2.408278942108149856e+00,5.994806766510009766e+00,-1.498633289337159979e+01,-1.354568862915039951e+01,8.789442181587220349e-01,-1.037850761413569955e+01,5.484092712402340197e+00,-9.034249305725099433e+00,-8.041993141174319959e+00,4.575330257415769708e+00,-6.734727323055270110e-02,-3.193060401827100192e-04,-9.307773709297180176e-01,5.327976703643799716e+00,-7.774707317352289593e+00,-6.323895454406740058e+00,2.348848104476930043e+00,-3.256286144256590021e+00,1.000044059753419923e+01,-7.481759071350100321e+00,5.770165920257570136e+00,7.941667556762699753e+00,2.468865551054480120e-02,5.676440778188409590e-04,9.347347542643550528e-03
4.341206550598140090e-01,3.132666826248169833e+00,6.884968280792239881e+00,2.394151091575620061e-01,1.385738968849179908e+00,3.056982517242429864e+00,2.394151091575620061e-01,1.385738968849179908e+00,3.056982517242429864e+00,1.864995509386060124e-01,1.038136005401609996e+00,2.292204856872559926e+00,7.773128151893619886e-02,-1.844057202339169921e+00,1.516371059417719991e+01,-5.463668107986450195e-01,-3.383269786834719905e+00,-8.005291938781740058e+00,-4.979131221771240234e+00,5.471269607543949753e+00,-4.530766963958740234e+00,1.646156120300290127e+01,-4.377415657043459696e+00,3.597010040283200283e+01,-2.130882835388180041e+01,6.138703155517580257e+01,6.163916015625000000e+01,8.461422920227049671e-01,-4.763072490692139560e+00,3.014059305191040039e+00,-1.104454135894780009e+01,1.105408000946039948e+01,-3.504002094268800160e+00,2.110070228576660156e+01,-6.728771686553960407e+00,3.653956604003909803e+01,-2.534065437316889913e+01,5.696954727172850141e+01,6.655111694335940342e+01,-7.178413867950439453e-02,-7.745071887969969815e+00,2.389563083648679864e+00,6.015606880187990058e+00,-1.516193580627439985e+01,-1.337717342376710050e+01,9.116541743278500087e-01,-1.049736881256099963e+01,5.856083869934080255e+00,-9.093261718750000000e+00,-8.206265449523929334e+00,4.759416103363039774e+00,-9.491977095603940096e-02,-3.834225353784860265e-04,-8.974838256835939720e-01,5.314994812011719638e+00,-7.621138572692870206e+00,-6.027283668518069959e+00,2.392152547836300158e+00,-3.043863296508789951e+00,1.020965671539310016e+01,-7.487641811370849609e+00,5.893064498901369852e+00,7.948918819427490234e+00,2.598015964031219829e-02,5.976849352009590104e-04,1.040565781295300050e-02
