0.3,3,0.8726646259971647
0,1,0,-1,11.371363662454595
-2,2,1,-1,5.007881351254763
-2,1,0,1,2.1547670318024728
-2,-1,1,2,3.9549094737556048
-2,0,0,2,2.1548750301976067
1,1,0,-2,41.87689702161212
0,1,1,-2,43.23735564461585
1,0,1,-2,30.179169006742615
-2,1,1,0,7.585374963700932
-1,1,1,-1,7.664423530179069
1,-1,0,0,2.163893487311399
1,0,0,-1,2.162871625828384
0,-1,1,0,4.727366935700505
-1,2,0,-1,9.840402687052437
-1,3,0,-2,44.30329114689026
-1,1,0,0,2.1547655178110356
2,0,0,-2,34.35832849888823
1,-1,1,-1,2.160198739969406
2,-1,1,-2,118.44657150559776
-2,2,0,0,2.1547817338840654
-1,2,1,-2,45.10854100106105
2,-1,0,-1,68.62008362490069
-2,3,0,-1,8.354280257233457
0,2,0,-2,43.33264542067887
0,-1,0,1,2.162020430779625
-1,-1,0,2,2.1548132339301342
-1,0,1,0,4.348343430449498
-2,0,0,1,2.155621190239022
-2,-1,0,2,2.1548450180242438
-2,-1,1,1,7.799076167433578
-2,1,0,0,2.1547874703817453
1,-1,1,-2,29.55291214640102
1,0,0,-2,31.23758987156235
2,-1,0,-2,28.864852223574935
0,1,0,-2,43.667441631057784
-2,1,1,-1,7.145850918806179
1,-1,0,-1,2.1848296228909856
-2,2,0,-1,9.873508408231837
-2,2,1,-2,50.480888510534115
-1,0,1,-1,9.418560226712883
-1,1,0,-1,2.163061040213969
-2,3,0,-2,46.896749822053
-1,-1,0,1,2.1561172471532326
-1,1,1,-2,32.62924140366976
0,-1,0,0,2.2072881219322245
-1,2,0,-2,44.36875340536702
0,-1,1,-1,4.409277263523531
-2,3,0,0,3.731876462004899
-2,1,0,2,2.1548543050351077
-2,1,1,1,3.47271963268189
1,0,1,-1,2.6499271758118965
1,-1,0,1,2.221291814010766
-2,2,0,1,2.1591479044170856
0,-1,0,2,2.1548009236049817
2,0,0,-1,10.569260502302757
-1,3,1,-2,46.927755586028425
0,1,0,0,2.15476560711215
1,1,1,-2,42.49428568849051
2,-1,0,0,2.205258542424492
2,-1,1,-1,2.1703185916538468
-2,2,1,0,7.983261074206
2,1,0,-2,41.46919263437052
-1,3,0,-1,7.471580653846631
1,2,0,-2,41.96625252426626
-1,0,1,1,3.9867884621661127
-1,1,0,1,2.154766328015681
1,-1,1,0,4.68129162527202
0,-1,1,1,5.082114833552879
0,1,1,-1,12.169015039820632
1,0,0,0,2.1547713249889027
-1,1,1,0,4.534792903959387
-1,2,1,-1,13.96129220474815
-1,2,0,0,2.154766166436334
0,2,0,-1,9.463014649108954
0,2,1,-2,43.59538679688103
0,3,0,-2,43.12031396915045
1,1,0,-1,10.679598685354112
2,0,1,-2,157.64881945895658
-2,-1,0,1,2.156521494297014
-2,-1,1,0,3.898491133361606
0,-1,0,-1,6.627921295844947
-2,0,0,0,2.1547840666028226
1,-1,0,-2,30.44423228005321
-2,1,0,-1,2.1614622356467557
-2,1,1,-2,36.67341963608978
0,-1,1,-2,35.14256696776068
-2,2,0,-2,45.64487053611186
-1,-1,0,0,2.1927310718960977
-1,0,1,-2,49.12018024560218
-1,1,0,-2,43.61768584440849
-2,2,1,1,2.8128767173751026
-2,1,1,2,2.1555542701409998
0,1,1,0,2.1695551619968696
1,2,1,-2,42.95415683182554
2,1,0,-1,9.216709644744745
-1,3,1,-1,12.598188125492548
-2,2,0,2,2.154880521279594
1,-1,0,2,3.436055477754395
2,2,0,-2,40.84417888920982
0,-1,1,2,6.610767114084645
0,3,0,-1,6.899475958162366
1,1,0,0,2.154766008139114
1,3,0,-2,41.678794342449464
-2,3,0,1,4.906129916897116
1,-1,1,1,8.34881563020882
1,1,1,-1,10.375434356347805
0,1,0,1,2.1547678671310364
0,2,0,0,2.154766049218666
2,1,1,-2,41.270474796910584
-1,0,1,2,3.9667634511016177
-1,1,0,2,2.1548134554938536
-1,1,1,1,2.187191913824457
0,2,1,-1,11.377872922529747
-1,2,0,1,2.1547769742436516
-1,3,0,0,2.9443336908393585
-1,2,1,0,4.820169126886192
1,0,0,1,2.1548173194553195
0,3,1,-2,42.05696000650283
2,0,1,-1,2.1714649304497735
2,-1,0,1,5.500090350076339
2,0,0,0,2.1547781049914687
2,-1,1,0,5.657323391551483
1,0,1,0,2.154781852112958
1,2,0,-1,7.338917415730172
-2,-1,0,0,2.1869148864062775
-2,-1,1,-1,18.548142884735825
-2,0,0,-1,4.034091510898797
-2,1,0,-2,33.84376473874966
-1,-1,0,-1,15.115592038060832
0,-1,0,-2,48.73576215171155
-2,3,0,2,2.394313178877935
-2,2,1,2,2.155572634884287
-1,1,1,2,2.1548463048319593
1,0,1,1,2.870663040299338
1,0,0,2,2.154944448970703
1,3,0,-1,6.403675744121841
2,0,0,1,2.1844763975137513
-1,2,0,2,2.154876242450672
-1,2,1,1,2.1548077242168255
2,-1,1,1,11.693239335134432
2,2,0,-1,6.557687862852659
1,3,1,-2,41.13653253097046
-1,3,0,1,2.205446692939571
-1,3,1,0,6.696621103671336
0,3,1,-1,11.020499758106753
1,-1,1,2,8.198589246250702
2,0,1,0,2.154773795631328
0,1,0,2,2.1548183481020144
2,2,1,-2,42.50961946311888
0,2,0,1,2.1547693276848388
1,1,0,1,2.1553223210713948
2,1,0,0,2.154780397563718
0,1,1,1,2.154782047502014
1,2,0,0,2.154768584638284
2,-1,0,2,4.671501285990477
1,1,1,0,2.1547922941119797
2,3,0,-2,41.32694969389805
0,2,1,0,2.167650176317555
1,2,1,-1,8.059063241659048
2,1,1,-1,7.758722365846607
0,3,0,0,2.7070263016928346
-2,-1,0,-1,9.631213588276928
-2,-1,1,-2,47.282379009136044
-2,0,0,-2,37.878780789965205
-1,-1,0,-2,38.46089413952065
-1,3,1,1,4.117685579042664
-1,2,1,2,2.154794010886542
1,3,0,0,2.9802042850407187
2,0,1,1,5.866410739320641
2,2,1,-1,7.38270723077104
1,3,1,-1,10.15343707454923
2,1,1,0,2.154787373483782
-1,3,0,2,2.2524941014802935
1,2,0,1,2.155133955059573
2,3,1,-2,44.46671663983989
2,1,0,1,2.157050508193685
0,1,1,2,2.1613491642572877
0,2,0,2,2.1547943109310066
2,0,0,2,3.498589607022642
2,3,0,-1,8.47329181486289
0,2,1,1,2.15478918404477
1,1,1,1,2.1547769184190484
2,2,0,0,2.154775068178187
1,1,0,2,2.154869423348585
0,3,0,1,2.173349042792154
1,2,1,0,2.1547855340835342
2,-1,1,2,11.103217519894335
0,3,1,0,5.802120156445058
1,0,1,2,5.4880604165386515
-2,-1,0,-2,47.395251967241755
1,2,1,1,2.154777658676323
-1,3,1,2,2.1756794980594996
0,2,1,2,2.1547744943841742
2,2,1,0,2.1547827054046085
2,3,1,-1,12.466510958607655
0,3,0,2,2.2395557558144614
0,3,1,1,2.1657023888148377
2,1,1,1,2.2577405821649243
2,3,0,0,3.7618967566307577
1,1,1,2,4.241383271036429
1,2,0,2,2.1626845379967876
2,0,1,2,10.581866718232895
2,2,0,1,2.156948300615736
1,3,0,1,2.1745975548057253
1,3,1,0,6.082798429237735
2,1,0,2,4.360727592136444
1,3,0,2,3.1894838026983283
0,3,1,2,2.167756582218518
1,2,1,2,3.851513900211095
1,3,1,1,2.1657568192511834
2,1,1,2,11.619191426658656
2,2,0,2,6.46613749153331
2,2,1,1,2.1547963978954834
2,3,0,1,2.182668718295007
2,3,1,0,6.919779901787884
1,3,1,2,7.035618292819911
2,2,1,2,12.080282721735529
2,3,0,2,9.576764240296542
2,3,1,1,2.171539790158482
2,3,1,2,14.788969183083688
