-0.525, -0.075,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.1631403234279243
-0.525,  0.675,  0.000 ,  0.000,  0.000, -0.342,  0.940, 7.7850056715518035
-0.175,  0.550,  0.000 ,  0.000,  0.000, -0.174,  0.985, 2.155161956412203
-0.175,  0.800,  0.000 ,  0.000,  0.000, -0.643,  0.766, 31.6100540269558
-0.175,  0.300,  0.000 ,  0.000,  0.000, -0.174,  0.985, 2.1548041131541775
 0.525,  0.675,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.214743579838237
-0.350, -0.075,  0.000 ,  0.000,  0.000,  0.174,  0.985, 2.154797567519667
 0.700,  0.175,  0.000 ,  0.000,  0.000,  0.500,  0.866, 8.884311289172217
-0.700,  0.300,  0.000 ,  0.000,  0.000, -0.342,  0.940, 6.423261124306875
-0.350,  0.800,  0.000 ,  0.000,  0.000,  0.000,  1.000, 2.460036993584098
 0.175, -0.200,  0.000 ,  0.000,  0.000, -0.643,  0.766, 21.409955760936697
-0.175, -0.075,  0.000 ,  0.000,  0.000,  0.174,  0.985, 2.577931401454553
-0.175, -0.200,  0.000 ,  0.000,  0.000, -0.643,  0.766, 30.512345832230963
 0.700,  0.675,  0.000 ,  0.000,  0.000, -0.500,  0.866, 14.949143155609558
-0.525,  0.300,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.1548978819742683
 0.350,  0.300,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.15485498369137
-0.700, -0.200,  0.000 ,  0.000,  0.000, -0.643,  0.766, 32.227182040804486
 0.000,  0.675,  0.000 ,  0.000,  0.000,  0.643,  0.766, 2.1622518698500137
-0.525, -0.200,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.1997641734003768
-0.175,  0.050,  0.000 ,  0.000,  0.000,  0.643,  0.766, 2.4800188218054684
 0.000,  0.300,  0.000 ,  0.000,  0.000,  0.000,  1.000, 2.154771210516072
-0.350,  0.800,  0.000 ,  0.000,  0.000, -0.500,  0.866, 19.105086157336046
-0.175,  0.300,  0.000 ,  0.000,  0.000,  0.643,  0.766, 2.154869633482594
 0.000, -0.200,  0.000 ,  0.000,  0.000, -0.174,  0.985, 15.047479873630861
 0.000,  0.675,  0.000 ,  0.000,  0.000, -0.174,  0.985, 2.1600961172384956
-0.700,  0.050,  0.000 ,  0.000,  0.000, -0.342,  0.940, 5.641986113846191
 0.175,  0.675,  0.000 ,  0.000,  0.000,  0.000,  1.000, 2.1681325577958455
 0.000, -0.200,  0.000 ,  0.000,  0.000,  0.000,  1.000, 7.907517825532296
 0.175, -0.075,  0.000 ,  0.000,  0.000,  0.643,  0.766, 4.602820434149352
-0.525,  0.425,  0.000 ,  0.000,  0.000, -0.643,  0.766, 39.090105293759834
-0.350,  0.675,  0.000 ,  0.000,  0.000, -0.643,  0.766, 32.90725004835497
-0.175,  0.175,  0.000 ,  0.000,  0.000, -0.174,  0.985, 3.334996557925515
 0.350,  0.675,  0.000 ,  0.000,  0.000,  0.643,  0.766, 2.2660771902577026
 0.525,  0.425,  0.000 ,  0.000,  0.000,  0.643,  0.766, 6.36123230551255
 0.000,  0.175,  0.000 ,  0.000,  0.000, -0.342,  0.940, 4.245291611842687
-0.175,  0.050,  0.000 ,  0.000,  0.000, -0.174,  0.985, 5.907055324885784
-0.350,  0.175,  0.000 ,  0.000,  0.000, -0.643,  0.766, 20.373591565601487
 0.175,  0.550,  0.000 ,  0.000,  0.000,  0.174,  0.985, 2.1570865167111473
-0.350,  0.050,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.154835485334074
-0.175,  0.550,  0.000 ,  0.000,  0.000,  0.643,  0.766, 2.1643445929517053
-0.525,  0.175,  0.000 ,  0.000,  0.000, -0.342,  0.940, 3.186860483391296
 0.350,  0.050,  0.000 ,  0.000,  0.000, -0.342,  0.940, 2.2028129838870054
-0.525,  0.550,  0.000 ,  0.000,  0.000, -0.643,  0.766, 37.08311007590811
 0.000,  0.425,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.154982755373732
 0.350,  0.550,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.162199878576717
-0.700,  0.300,  0.000 ,  0.000,  0.000, -0.643,  0.766, 20.64271358025872
-0.700,  0.800,  0.000 ,  0.000,  0.000,  0.643,  0.766, 3.5590284401877446
-0.175,  0.175,  0.000 ,  0.000,  0.000,  0.643,  0.766, 2.3571168422751683
 0.525,  0.550,  0.000 ,  0.000,  0.000,  0.500,  0.866, 3.00419934788965
 0.350,  0.425,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.156777751015534
 0.175, -0.075,  0.000 ,  0.000,  0.000, -0.174,  0.985, 9.572223297046689
-0.350,  0.425,  0.000 ,  0.000,  0.000,  0.500,  0.866, 2.1548301201150446
 0.700,  0.550,  0.000 ,  0.000,  0.000,  0.174,  0.985, 4.782012070484542
 0.525, -0.200,  0.000 ,  0.000,  0.000,  0.342,  0.940, 5.465624780948811
 0.700,  0.050,  0.000 ,  0.000,  0.000,  0.643,  0.766, 12.568007263506985
 0.700,  0.800,  0.000 ,  0.000,  0.000, -0.643,  0.766, 28.13970080085085
-0.175,  0.675,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.169113069675797
-0.175, -0.200,  0.000 ,  0.000,  0.000, -0.342,  0.940, 13.759885456377782
-0.175,  0.800,  0.000 ,  0.000,  0.000, -0.342,  0.940, 4.58654391463308
-0.175,  0.675,  0.000 ,  0.000,  0.000,  0.174,  0.985, 2.1601728885761524
 0.175,  0.175,  0.000 ,  0.000,  0.000, -0.500,  0.866, 20.851815111973913
 0.000, -0.200,  0.000 ,  0.000,  0.000,  0.643,  0.766, 3.7805368366831114
-0.700,  0.425,  0.000 ,  0.000,  0.000,  0.174,  0.985, 2.2068351865381617
 0.700,  0.675,  0.000 ,  0.000,  0.000,  0.000,  1.000, 4.873982170215335
 0.175,  0.300,  0.000 ,  0.000,  0.000,  0.174,  0.985, 2.154844758230278
-0.700,  0.425,  0.000 ,  0.000,  0.000,  0.342,  0.940, 2.1899604721528005
-0.175,  0.300,  0.000 ,  0.000,  0.000,  0.000,  1.000, 2.1548104874266727
