0.04260660,-0.03781248,-0.01941445,0.920782,0.096853,-0.377862
0.04241076,-0.03766871,-0.01984706,0.941400,0.142636,-0.305649
0.04354196,-0.03920144,-0.01700425,0.964564,0.130766,-0.229165
0.04272711,-0.03696966,-0.01885961,0.912153,-0.086155,-0.400691
0.04250817,-0.03522088,-0.01917333,0.933479,0.149852,-0.325824
0.04228291,-0.03633959,-0.01996334,0.964023,0.087870,-0.250875
0.04278856,-0.03445503,-0.01813085,0.923878,0.096322,-0.370365
0.04319974,-0.03224635,-0.01619201,0.953004,-0.008652,-0.302835
0.04269405,-0.03118794,-0.01748184,0.971546,0.112442,-0.208459
0.04244850,-0.03170096,-0.01834759,0.946037,0.088156,-0.311837
0.04268141,-0.02908511,-0.01674497,0.927839,0.201337,-0.313973
0.04305722,-0.02857779,-0.01512895,0.970332,0.157663,-0.183299
0.04320446,-0.02953740,-0.01513219,0.990787,0.079586,-0.109575
0.04358435,-0.03047772,-0.01381469,0.986133,0.127589,-0.106126
0.04412219,-0.03105884,-0.01136141,0.987015,0.086084,-0.135611
0.04397905,-0.02971590,-0.01153493,0.991971,0.094964,-0.083522
0.04278455,-0.02345037,-0.01366252,0.949395,0.227473,-0.216576
0.04295229,-0.02303632,-0.01283443,0.979587,0.147000,-0.137117
0.04329765,-0.02285871,-0.01073668,0.972198,0.120102,-0.201014
0.04278535,-0.02068124,-0.01225347,0.984306,0.005690,-0.176379
0.04222022,-0.02014945,-0.01450992,0.960362,0.186260,-0.207396
0.04302306,-0.01879692,-0.00913316,0.984838,0.140348,-0.101963
0.04304429,-0.01827631,-0.00872678,0.974506,0.124165,-0.186874
0.04304552,-0.01817675,-0.00864935,0.977403,0.125435,-0.170145
0.04307267,-0.01755611,-0.00783553,0.974147,0.213056,-0.075124
0.04314281,-0.01723338,-0.00422461,0.995047,0.078585,-0.060876
0.04305164,-0.01776203,-0.00167478,0.987433,0.130950,0.088480
0.04295767,-0.01503915,-0.00376096,0.993471,0.091134,0.068632
0.04281319,-0.01583995,-0.00069116,0.992831,0.104805,0.057474
0.04270301,-0.01452228,-0.00088914,0.995457,0.016178,0.093830
0.04250391,-0.01220785,-0.00055848,0.992567,0.043839,0.113533
