pdd_x_world,pdd_y_world,pdd_z_world
0.033937789,-0.062010121,-0.02583861
-0.032973509,-0.019485502,0.00392929
0.002666854,0.018843908,0.004136536
0.002666854,0.018843908,0.004136536
-0.035060372,-0.00908791,-0.005891169
-0.030933654,0.031957064,0.002980888
0.053703222,-0.055041127,0.01509017
0.053703222,-0.055041127,0.01509017
-0.008662743,-0.089243107,0.042295441
-0.047162738,0.026994525,-0.004516006
0.028406795,0.016349884,0.004681485
0.028406795,0.016349884,0.004681485
0.020620987,0.001799889,0.057061136
0.00995891,0.046652373,-0.012408545
0.031063052,-0.097081266,0.008551183
0.031063052,-0.097081266,0.008551183
-0.002208684,-0.03072603,0.032003295
-0.063503087,-0.007964117,0.013346078
-0.00458311,-0.013799315,-0.036138147
-0.00458311,-0.013799315,-0.036138147
-0.033340186,0.0728506,0.017535774
0.072852544,-0.0026251,0.070227936
0.043400008,-0.074470356,-0.004605779
0.043400008,-0.074470356,-0.004605779
-0.068981268,-0.019695209,0.008487487
-0.038716353,-0.020343637,0.052011341
-0.029826103,-0.033650611,-0.001949007
-0.029826103,-0.033650611,-0.001949007
-0.029641038,0.055693809,-0.016301209
0.004363924,-0.047009017,0.006368665
-4.39E-04,-0.076985106,0.0505253
-4.39E-04,-0.076985106,0.0505253
-0.033665076,0.029298805,-0.012355385
0.011609879,0.017789911,0.011505052
-0.034187768,-0.026119228,0.066085264
-0.034187768,-0.026119228,0.066085264
0.023920603,0.04326364,0.018736931
0.021193728,-0.043153234,-0.029781288
0.009346793,-0.010846674,0.038309198
0.009346793,-0.010846674,0.038309198
-9.20E-04,0.038125623,0.028064478
-1.03E-05,-0.016131094,-0.005119669
-0.017300338,0.044421785,0.039559126
-0.017300338,0.044421785,0.039559126
0.036179189,-0.021005159,0.103250183
0.001510669,-0.035834685,-0.009436598
-0.0495735,-0.009124056,-0.024698744
-0.0495735,-0.009124056,-0.024698744
0.01412604,-0.011562611,0.038977452
0.002089011,-0.01314645,-0.001908846
-0.016491927,0.05044689,-0.026207414
-0.016491927,0.05044689,-0.026207414
0.00691065,-0.071764924,-0.025716743
-0.032254156,-0.077705234,0.050877996
-0.061800849,0.005718266,0.01268153
-0.061800849,0.005718266,0.01268153
-0.007055001,0.001673426,-0.00847765
-0.016449207,-0.002106892,0.048582695
0.048797186,0.026863886,-0.001820958
0.048797186,0.026863886,-0.001820958
0.043972924,-0.061969452,0.003359229
-0.030102506,-0.036705248,0.006786071
0.007000891,0.014348529,0.065671705
0.007000891,0.014348529,0.065671705
0.026242457,-0.028921874,7.02E-04
-0.025920853,0.022310153,0.011355171
0.093774788,-0.016786257,0.048883084
0.093774788,-0.016786257,0.048883084
0.014812087,-0.036225952,-0.026626468
-0.072551951,0.010935766,-5.68E-04
-0.012150464,0.033787057,0.018937292
-0.012150464,0.033787057,0.018937292
-0.046813607,0.008941511,0.003593356
-0.009177845,0.028669935,-0.022398604
0.059010908,-0.053542424,0.012205104
0.059010908,-0.053542424,0.012205104
0.004861061,-0.025144814,0.071205854
-0.007227285,0.025505111,0.035661452
-0.014635419,0.006845972,-0.018484645
-0.014635419,0.006845972,-0.018484645
-0.028264776,-0.001600927,0.030742656
0.062013105,0.005638283,0.002279278
0.066877149,-0.049888421,-0.037424788
0.066877149,-0.049888421,-0.037424788
-0.053474788,-0.032940958,0.012030576
-0.008033783,0.007850252,0.031528946
-0.003502787,-0.006770987,-0.022985341
-0.003502787,-0.006770987,-0.022985341
-0.026532145,0.003654833,-0.00112083
0.057122167,-0.071121261,0.054353878
0.020261075,-0.054033775,0.027967172
0.020261075,-0.054033775,0.027967172
-0.038606767,-0.00671916,0.017729215
-0.023493167,0.010469125,0.018865373
-0.013691168,-0.013962908,0.040408477
-0.013691168,-0.013962908,0.040408477
0.019414717,0.002293155,0.019880315
0.057593785,-0.053673394,0.016055623
0.03188559,-0.041878346,0.067258067
0.03188559,-0.041878346,0.067258067
-0.031184027,0.002912757,-0.004174951
0.00887288,-9.33E-04,-0.003002974
-0.054351263,0.050455566,-0.006774807
-0.054351263,0.050455566,-0.006774807
0.067333154,-0.01091395,-0.00140067
0.027525049,-0.037374999,-0.020882949
-0.032773212,0.005587523,0.010444554
-0.032773212,0.005587523,0.010444554
0.008373738,0.041570861,0.039126456
-0.007276101,-0.018962622,0.015439683
-0.04388129,0.031375125,-0.014612524
-0.04388129,0.031375125,-0.014612524
0.026772853,-0.061268091,0.004284653
-0.001375886,-0.074043654,0.036180556
-0.059637696,-0.017645581,-0.003505812
-0.059637696,-0.017645581,-0.003505812
-0.012421644,0.017229998,0.013564095
-0.015855659,-0.003206552,0.041412443
0.03605089,0.0188119,-0.013140643
0.03605089,0.0188119,-0.013140643
0.023085274,-0.079192594,-0.003015036
-0.004068765,-0.054493058,0.062453654
-0.009510543,0.006324094,0.009930451
-0.009510543,0.006324094,0.009930451
0.007249752,-0.016159613,-0.007110562
-0.053143978,0.028451307,0.008416464
0.044721462,-0.0280395,0.034750219
0.044721462,-0.0280395,0.034750219
0.016614864,-0.050629225,-0.023939725
-0.025732812,-0.008617167,3.30E-04
0.001324645,0.00767542,0.046003807
0.001324645,0.00767542,0.046003807
-0.002900908,-0.024890844,0.033211026
-0.041168347,0.045093779,0.018502751
0.067105457,-0.057059158,0.041606527
0.067105457,-0.057059158,0.041606527
-0.003746284,-0.041800633,0.035277274
-0.052614026,0.011517723,0.001808714
-0.017316552,0.029644286,0.022176027
-0.017316552,0.029644286,0.022176027
-0.028301718,0.002510777,0.045172486
0.003870635,0.023138672,-0.049253598
0.037948724,-0.062444296,-0.004140361
0.037948724,-0.062444296,-0.004140361
-0.003518452,-0.03836064,0.036460835
-0.012653294,0.012355201,0.045331657
-0.011244722,-0.01171043,-0.008486926
-0.011244722,-0.01171043,-0.008486926
-0.083514214,0.054242246,-0.024988547
0.053516705,-2.71E-04,0.047343895
0.005734632,-0.043980453,-0.033547614
0.005734632,-0.043980453,-0.033547614
-0.067881405,-0.012835432,0.032565217
-0.037028257,-0.021665713,0.044805679
-0.030887267,-0.013462228,-0.01806264
-0.030887267,-0.013462228,-0.01806264
-0.038554445,0.01029062,-0.016835077
0.0172916,-0.052551351,0.005273366
-0.003246239,-0.073710971,0.037710328
-0.003246239,-0.073710971,0.037710328
-0.03710185,0.028149741,0.022332376
-3.34E-04,-0.016004059,-0.001153622
-0.034398783,0.003269446,0.06053381
-0.034398783,0.003269446,0.06053381
0.046921574,0.003034937,0.005606841
0.04990175,-0.052495208,-0.005993718
-0.020008933,-0.026780104,0.022280162
-0.020008933,-0.026780104,0.022280162
-0.034843281,0.038518362,0.062856115
0.016096348,-0.009678995,-0.008268118
-0.044657122,0.01898542,-0.003024781
-0.044657122,0.01898542,-0.003024781
0.052135468,-0.019566966,0.026405154
0.028074484,-0.048580375,0.006279146
-0.046189312,0.014431739,-0.0268448
-0.046189312,0.014431739,-0.0268448
0.017057721,0.008788749,0.017626356
-0.032644525,-0.002692715,0.02303003
-0.016137019,0.037747614,-0.025371952
-0.016137019,0.037747614,-0.025371952
0.03069571,-0.058246963,-0.004503997
0.007469625,-0.050727561,0.053846657
-0.05318509,-0.003154903,-0.009502084
-0.05318509,-0.003154903,-0.009502084
-0.02799806,-0.019156825,0.008581143
-0.040696159,0.01662836,0.01366478
0.038629532,-0.023176555,0.001694552
0.038629532,-0.023176555,0.001694552
0.047983784,-0.045339443,0.001364016
-0.046787798,-0.018154811,0.02785873
-0.011825923,0.006390859,0.034700043
-0.011825923,0.006390859,0.034700043
0.015175233,-0.026362704,0.002293516
-0.081099831,0.01309769,-0.018750455
0.075083494,-0.030407181,0.030147167
0.075083494,-0.030407181,0.030147167
0.002524622,-0.049241748,0.00349832
-0.037275881,0.00303744,0.019795271
0.003590165,0.024354734,0.034495115
0.003590165,0.024354734,0.034495115
-0.012852893,0.008896208,0.039547663
-0.013787227,0.01379973,-0.035658997
0.05072166,-0.07145866,7.64E-04
0.05072166,-0.07145866,7.64E-04
0.031756461,-0.054745622,0.05945852
-0.038981821,0.019606344,-0.02788559
-0.0086018,-0.005613673,0.010457037
-0.0086018,-0.005613673,0.010457037
-0.031988841,0.031909075,0.038624365
0.030412085,0.014362515,0.015765058
0.022526845,-0.068207741,-0.010448583
0.022526845,-0.068207741,-0.010448583
-0.037953082,-7.49E-04,-0.016382784
-0.025101462,-0.027521022,0.03996281
-0.027306007,0.005271474,-0.003408041
-0.027306007,0.005271474,-0.003408041
-0.05717421,0.071928546,-0.014327819
0.04520271,-0.052395362,0.039452888
0.028536281,-0.076816149,0.044861939
0.028536281,-0.076816149,0.044861939
-0.033635587,0.015860923,-0.012706902
-0.001676658,0.025672538,0.04108163
-0.023068588,-0.011889714,0.046360653
-0.023068588,-0.011889714,0.046360653
0.016622227,0.063993677,-0.03168723
0.030739296,-0.052969746,0.0097091
-0.029320307,-0.04345566,0.044707738
-0.029320307,-0.04345566,0.044707738
-0.042194173,0.0164991,-0.0262271
