2.501913207040900103e-02,2.503179237523840001e-02,0.000000000000000000e+00,2.467352013025020038e-02,-4.355278015467849845e-02,-4.773656605680780263e-02,-2.803020543893179894e-01,2.690278777837750157e-01,5.691659441325400137e-02,3.481798799203510153e-02,-7.125947848690890318e-02,3.288284657630650282e-02,4.643639922473170173e-02,-4.127860752542809875e-02,1.396147406246930067e-01,-6.559032708638250220e-02,6.884154101080365573e-02,-1.398074229690760006e-01,1.148840162330199977e-01,-6.614796200792000258e-02,4.438925854365020213e-02,7.937825180424590288e-02,5.382612456745570345e-02,-9.730699733230800674e-02,-1.519798240290750058e-01,8.047302839491099480e-02,8.414145789146419696e-02,3.168924257622820345e-02,-6.055360369682320082e-02,-1.095252034121090012e-01,-7.915791501204169633e-02,1.591220637013519845e-02
2.508804980812830154e-02,2.495633376088569888e-02,4.399435646650073917e-05,2.413354201356429987e-02,-4.299290948009250324e-02,-4.829516845910909739e-02,-2.803031070243099943e-01,2.691197602338040173e-01,5.673642284289159843e-02,3.477795978191910303e-02,-7.127268081268170463e-02,3.289467380903920296e-02,4.645420019057899808e-02,-4.126208219164950036e-02,1.396450761116199979e-01,-6.558618470916119381e-02,6.895306873601060593e-02,-1.398623009728869881e-01,1.147750452070360055e-01,-6.617941551490369445e-02,4.427607515688399692e-02,7.929058023320099957e-02,5.361917334651829931e-02,-9.731776584428260268e-02,-1.519632275087990092e-01,8.051281361460149721e-02,8.411838468488319620e-02,3.161532469140219959e-02,-6.062333745159780019e-02,-1.097510474550830034e-01,-7.923836058767749768e-02,1.589592327631370039e-02
2.533164264880850142e-02,2.475160402760619854e-02,7.087949773199736514e-05,2.273905006514299887e-02,-4.140601447085189707e-02,-4.985265961194629974e-02,-2.803457392664649994e-01,2.694000960176999859e-01,5.616939732658630252e-02,3.466458831877530095e-02,-7.132281907197410287e-02,3.293052068866499787e-02,4.648873068866440222e-02,-4.126277747797180151e-02,1.397095467242349953e-01,-6.555140328400370364e-02,6.905492276903014981e-02,-1.399852162083490004e-01,1.144533376177809952e-01,-6.633691955259350681e-02,4.391489372803430297e-02,7.908041805231859345e-02,5.287573075021929914e-02,-9.729480537471670021e-02,-1.518926712845130034e-01,8.057368547884040388e-02,8.399426898447549805e-02,3.140232410272209701e-02,-6.054263090983869749e-02,-1.102981388657039985e-01,-7.939998979512960520e-02,1.580816654557120129e-02
2.544077808100360036e-02,2.468763138898210155e-02,4.873645081149985403e-05,2.232677365705030073e-02,-4.085584950296609896e-02,-5.039903998871340246e-02,-2.803646179321270249e-01,2.695040201457499784e-01,5.597581298765799684e-02,3.461879991316529903e-02,-7.134217310530679979e-02,3.293717737800359868e-02,4.649810478406540132e-02,-4.127263584277329755e-02,1.397236421646939897e-01,-6.550109906049260411e-02,6.918362238994479885e-02,-1.400172358390900096e-01,1.143387537341449961e-01,-6.641321975460250104e-02,4.379814563052539939e-02,7.896358053288969614e-02,5.262990916462029906e-02,-9.727412511490270142e-02,-1.518604510477190028e-01,8.057957057194360673e-02,8.394554967619169417e-02,3.136540753921299857e-02,-6.045654727503199655e-02,-1.104369935010120068e-01,-7.943200950242079728e-02,1.577266365108629873e-02
2.554248056727110097e-02,2.461852263179210160e-02,2.149860738799580506e-05,2.192599860347660065e-02,-4.031853765934240164e-02,-5.093491575041979996e-02,-2.803870045353999974e-01,2.695785222639949796e-01,5.578659012441840315e-02,3.457069172939700175e-02,-7.137696193945919365e-02,3.294259172107150135e-02,4.650494916429479680e-02,-4.128796230276360335e-02,1.397636419007579900e-01,-6.542468845352429618e-02,6.932009404098694871e-02,-1.400558262367009865e-01,1.142355856297690014e-01,-6.649079704860780260e-02,4.370278754172959856e-02,7.885329700483509341e-02,5.242665855890300125e-02,-9.724968179653199762e-02,-1.518306973117860004e-01,8.059428247358180197e-02,8.390423837853509814e-02,3.135063250528349887e-02,-6.038381056989319817e-02,-1.105752631483330056e-01,-7.948066108538340280e-02,1.574119216156980028e-02
2.563442202577390083e-02,2.455398507337280128e-02,8.594464951494629190e-06,2.152980164710379882e-02,-3.978436619063459995e-02,-5.146264716223709901e-02,-2.804181238447709945e-01,2.696428826438900250e-01,5.560596304030410164e-02,3.452175273484719975e-02,-7.140712300060360340e-02,3.295347043569289702e-02,4.650775137737570009e-02,-4.130005077501430061e-02,1.398190025664090008e-01,-6.534153024256270093e-02,6.945736896103399394e-02,-1.401222764452529912e-01,1.141473336200239941e-01,-6.657048754104470667e-02,4.359918937117610027e-02,7.872962781255959941e-02,5.228121282709900092e-02,-9.721759352186400138e-02,-1.518054977619590074e-01,8.059713594815830218e-02,8.385984067406550280e-02,3.135980761586080329e-02,-6.031006414178410185e-02,-1.107170315034620017e-01,-7.953782566357289752e-02,1.571771728767890064e-02
2.570624905466200108e-02,2.448523192435530030e-02,-2.744473755400544945e-05,2.112763421921450002e-02,-3.925849053791660020e-02,-5.198171794025169962e-02,-2.804583243618600230e-01,2.696992179505099951e-01,5.542395821122179933e-02,3.447938187164290014e-02,-7.143441446782350379e-02,3.295136014344639958e-02,4.652061065301729692e-02,-4.133291486713090018e-02,1.398771385376390008e-01,-6.519191450427469503e-02,6.963445541227204771e-02,-1.401931848455819918e-01,1.140585393374709960e-01,-6.667170718913280336e-02,4.353235082740430223e-02,7.862677600391590471e-02,5.218995825520990339e-02,-9.719053983143390030e-02,-1.517800328006120025e-01,8.060960568564350115e-02,8.383219758852640535e-02,3.136741923441509899e-02,-6.020682621241699867e-02,-1.108248169809119971e-01,-7.957755221277279523e-02,1.568451395381850050e-02
2.577958502787380118e-02,2.440814372038159832e-02,-1.759135161100849887e-05,2.074511818234240149e-02,-3.875181189705159679e-02,-5.249062578089579850e-02,-2.805100394739730163e-01,2.697403065190169813e-01,5.525252798622869860e-02,3.442978537391049726e-02,-7.146506147154370325e-02,3.296697906188889721e-02,4.653225705159690084e-02,-4.137594697629030233e-02,1.399426597293199903e-01,-6.509282124317600227e-02,6.976201914952419314e-02,-1.402573551177770106e-01,1.139908903043419935e-01,-6.676416339609610173e-02,4.347967632427610085e-02,7.855939741276850297e-02,5.216872078977220079e-02,-9.715318986906550103e-02,-1.517475798502959938e-01,8.062708437388470262e-02,8.380749640432749725e-02,3.138340160369709753e-02,-6.007294366879870062e-02,-1.109062740729870045e-01,-7.961867097498540047e-02,1.566044847504740115e-02
2.585169437569050099e-02,2.431672241159230086e-02,9.534702963998054059e-06,2.036298274635560054e-02,-3.826644969986880279e-02,-5.299853225350990155e-02,-2.805511424995890124e-01,2.697733780848610152e-01,5.508165121588470131e-02,3.437312571188490262e-02,-7.147480553004459392e-02,3.298121742213239865e-02,4.654337051106140211e-02,-4.142154217117160336e-02,1.399975289188870042e-01,-6.502707426852910588e-02,6.988298057016445464e-02,-1.403138773169760045e-01,1.139122657557490037e-01,-6.687620130304799959e-02,4.343874122311740249e-02,7.851794493411780318e-02,5.219614519240350220e-02,-9.712334188853140315e-02,-1.517167061149299889e-01,8.063871387120739864e-02,8.378471096201280111e-02,3.138378508616219975e-02,-5.994033896080999679e-02,-1.109664621990929939e-01,-7.964696056230660681e-02,1.564323827538319917e-02
2.592311370994209926e-02,2.421676228374310125e-02,2.470607078995656902e-06,1.998856469984299986e-02,-3.780273857047689728e-02,-5.349891033983530247e-02,-2.805936047996320237e-01,2.698092614380659948e-01,5.492140609615649843e-02,3.430949227194499823e-02,-7.147171879515780424e-02,3.301141920267520319e-02,4.656086624819259778e-02,-4.147244708919239908e-02,1.400427984132610049e-01,-6.498197856019409524e-02,6.999774909087394525e-02,-1.403626982515160104e-01,1.138412426390269933e-01,-6.695828445245359528e-02,4.339937490416820309e-02,7.848930671394689640e-02,5.224203367412289661e-02,-9.710339500438150417e-02,-1.517011331404569952e-01,8.063628118379499721e-02,8.376346388948729960e-02,3.137566432749670092e-02,-5.981270711001619722e-02,-1.110152785734109943e-01,-7.965185833986450359e-02,1.563023895743620093e-02
