6.294859200716020065e-02,1.675582379102709962e-01,1.071981191635130060e+00
6.291914731264110217e-02,1.675487756729129862e-01,1.071976304054260032e+00
6.288884580135349622e-02,1.675384491682050114e-01,1.071970939636230025e+00
6.284467875957490401e-02,1.675315797328950085e-01,1.071965456008910023e+00
6.281591951847080579e-02,1.675173789262769941e-01,1.071959614753720036e+00
6.278687715530399671e-02,1.675077378749849910e-01,1.071954131126400034e+00
6.275965273380279541e-02,1.674969494342800069e-01,1.071948766708370027e+00
6.270321458578109741e-02,1.674745380878449874e-01,1.071938276290890002e+00
6.267556548118589921e-02,1.674648672342300137e-01,1.071933031082149990e+00
6.264992058277130127e-02,1.674554198980330033e-01,1.071928024291989967e+00
6.262643635272979736e-02,1.674493551254269963e-01,1.071922898292539950e+00
6.260536611080169678e-02,1.674440950155260122e-01,1.071917414665219948e+00
6.258480995893479781e-02,1.674397438764569923e-01,1.071911454200739966e+00
6.254626065492630005e-02,1.674303263425830079e-01,1.071897745132450064e+00
6.252857297658920288e-02,1.674281209707260132e-01,1.071890234947199927e+00
6.251263618469239669e-02,1.674257516860959971e-01,1.071882605552670009e+00
6.249703466892239656e-02,1.674233824014660088e-01,1.071874618530270107e+00
6.248209252953530052e-02,1.674216687679289939e-01,1.071866512298579988e+00
6.246864050626749904e-02,1.674194931983949974e-01,1.071858644485470080e+00
6.245477870106699858e-02,1.674174219369889971e-01,1.071850419044489966e+00
6.243771687150000138e-02,1.674159765243529996e-01,1.071841955184940076e+00
6.241973489522929797e-02,1.674148738384249879e-01,1.071833968162539952e+00
6.240164488554000161e-02,1.674131304025650024e-01,1.071826577186580032e+00
6.238405406475069914e-02,1.674094945192340089e-01,1.071819543838500088e+00
6.237020716071130233e-02,1.674058884382249868e-01,1.071812629699709918e+00
6.235985457897189749e-02,1.674054414033890048e-01,1.071806073188779962e+00
6.235183402895930205e-02,1.674079746007919867e-01,1.071800827980039950e+00
6.234567984938620133e-02,1.674146652221679965e-01,1.071796059608459917e+00
6.233936175704000299e-02,1.674249172210690029e-01,1.071792244911190073e+00
6.233329325914380159e-02,1.674382984638209948e-01,1.071788311004640004e+00
6.232641264796259795e-02,1.674537211656569879e-01,1.071784377098079943e+00
6.232067570090289721e-02,1.674717366695399889e-01,1.071780085563659890e+00
6.231537833809849825e-02,1.674913614988330079e-01,1.071775436401370074e+00
6.230288743972779708e-02,1.675291061401369963e-01,1.071764111518860085e+00
6.229652464389800332e-02,1.675466001033779906e-01,1.071757674217219902e+00
6.229141727089879815e-02,1.675647795200350121e-01,1.071750640869139959e+00
6.228480115532879918e-02,1.675827503204349866e-01,1.071742892265320046e+00
6.227832660079000299e-02,1.676007509231569881e-01,1.071734786033629927e+00
6.227203086018560235e-02,1.676158905029299928e-01,1.071726322174070045e+00
6.226654350757600265e-02,1.676280945539470046e-01,1.071718215942379926e+00
6.226295605301859770e-02,1.676367521286009910e-01,1.071710467338560013e+00
6.226158514618870127e-02,1.676426231861110061e-01,1.071703195571900080e+00
6.226414814591409858e-02,1.676491349935529951e-01,1.071696639060969902e+00
6.226945668458939986e-02,1.676582843065259898e-01,1.071691513061520107e+00
6.227621808648110130e-02,1.676720678806299936e-01,1.071687579154970038e+00
6.228291988372799959e-02,1.676859855651859910e-01,1.071684479713439941e+00
6.228990480303760180e-02,1.676995903253560016e-01,1.071681499481200062e+00
6.229738891124730199e-02,1.677135229110719994e-01,1.071678280830379970e+00
6.230469048023219714e-02,1.677281260490419978e-01,1.071674942970280098e+00
6.231386587023739904e-02,1.677450835704800136e-01,1.071671009063720037e+00
6.232299283146860297e-02,1.677621304988859974e-01,1.071666240692140004e+00
6.233443692326549879e-02,1.677809804677959926e-01,1.071660876274109997e+00
6.234776973724370092e-02,1.678008586168290017e-01,1.071654438972470036e+00
6.236196681857109764e-02,1.678227484226230137e-01,1.071646571159359906e+00
6.237639859318729746e-02,1.678455322980879905e-01,1.071637392044070047e+00
6.239140406250950205e-02,1.678713262081150126e-01,1.071627020835880018e+00
6.240696460008619828e-02,1.678977161645890115e-01,1.071615934371950019e+00
6.242201477289199829e-02,1.679257303476330010e-01,1.071604847908020020e+00
6.243837624788280138e-02,1.679532527923580099e-01,1.071593761444090021e+00
6.245660036802289788e-02,1.679802238941190129e-01,1.071583032608030006e+00
6.247638911008829982e-02,1.680070310831069946e-01,1.071573138236999956e+00
6.249880418181420066e-02,1.680346876382829979e-01,1.071563482284549895e+00
6.252580881118770251e-02,1.680633425712589890e-01,1.071554064750670054e+00
